Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team,URL_Tournament
2016,Sao Paulo,"Sao Paulo, Brazil",2016.02.22,28,16,Outdoor Clay,"$499,055",Pablo Cuevas,Julio Peralta Horacio Zeballos,,https://www.atptour.com/en/scores/archive/sao-paulo/533/2016/results
2016,ATP Masters 1000 Indian Wells,"Indian Wells, United States",2016.03.10,96,32,Outdoor Hard,"$7,037,595",Novak Djokovic,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/indian-wells/404/2016/results
2016,ATP Masters 1000 Miami,"Miami, United States",2016.03.23,96,32,Outdoor Hard,"$7,037,595",Novak Djokovic,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/miami/403/2016/results
2016,Houston,"Houston, United States",2016.04.04,28,16,Outdoor Clay,"$577,860",Juan Monaco,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/houston/717/2016/results
2016,Marrakech,"Marrakech, Morocco",2016.04.04,28,16,Outdoor Clay,"€520,070",Federico Delbonis,Guillermo Duran Maximo Gonzalez,,https://www.atptour.com/en/scores/archive/marrakech/360/2016/results
2016,ATP Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2016.04.10,56,24,Outdoor Clay,"€4,094,505",Rafael Nadal,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/monte-carlo/410/2016/results
2016,Barcelona,"Barcelona, Spain",2016.04.18,48,16,Outdoor Clay,"€2,428,355",Rafael Nadal,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/barcelona/425/2016/results
2016,Bucharest,"Bucharest, Romania",2016.04.18,28,16,Outdoor Clay,"€520,070",Fernando Verdasco,Florin Mergea Horia Tecau,,https://www.atptour.com/en/scores/archive/bucharest/773/2016/results
2016,Estoril,"Estoril, Portugal",2016.04.25,28,16,Outdoor Clay,"€520,070",Nicolas Almagro,Eric Butorac Scott Lipsky,,https://www.atptour.com/en/scores/archive/estoril/7290/2016/results
2016,Munich,"Munich, Germany",2016.04.25,28,16,Outdoor Clay,"€520,070",Philipp Kohlschreiber,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/munich/308/2016/results
2016,Istanbul,"Istanbul, Turkey",2016.04.25,28,16,Outdoor Clay,"€483,080",Diego Schwartzman,Flavio Cipolla Dudi Sela,,https://www.atptour.com/en/scores/archive/istanbul/7163/2016/results
2016,ATP Masters 1000 Madrid,"Madrid, Spain",2016.05.01,56,24,Outdoor Clay,"€5,719,660",Novak Djokovic,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/madrid/1536/2016/results
2016,ATP Masters 1000 Rome,"Rome, Italy",2016.05.08,56,24,Outdoor Clay,"€4,300,755",Andy Murray,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/rome/416/2016/results
2016,Geneva,"Geneva, Switzerland",2016.05.15,28,16,Outdoor Clay,"€556,195",Stan Wawrinka,Steve Johnson Sam Querrey,,https://www.atptour.com/en/scores/archive/geneva/322/2016/results
2016,Nice,"Nice, France",2016.05.15,28,16,Outdoor Clay,"€520,070",Dominic Thiem,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/nice/6120/2016/results
2016,Roland Garros,"Paris, France",2016.05.22,128,64,Outdoor Clay,"€16,008,750",Novak Djokovic,Feliciano Lopez Marc Lopez,,https://www.atptour.com/en/scores/archive/roland-garros/520/2016/results
2016,Stuttgart,"Stuttgart, Germany",2016.06.06,28,16,Outdoor Grass,"€675,645",Dominic Thiem,Marcus Daniell Artem Sitak,,https://www.atptour.com/en/scores/archive/stuttgart/321/2016/results
2016,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2016.06.06,28,16,Outdoor Grass,"€635,645",Nicolas Mahut,Mate Pavic Michael Venus,,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2016/results
2016,London / Queen's Club,"London, Great Britain",2016.06.13,32,16,Outdoor Grass,"€1,928,610",Andy Murray,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/london/311/2016/results
2016,Halle,"Halle, Germany",2016.06.13,32,16,Outdoor Grass,"€1,826,275",Florian Mayer,Raven Klaasen Rajeev Ram,,https://www.atptour.com/en/scores/archive/halle/500/2016/results
2016,Nottingham,"Nottingham, Great Britain",2016.06.19,48,16,Outdoor Grass,"€704,805",Steve Johnson,Dominic Inglot Daniel Nestor,,https://www.atptour.com/en/scores/archive/nottingham/741/2016/results
2016,Wimbledon,"London, Great Britain",2016.06.27,128,64,Outdoor Grass,"£13,163,000",Andy Murray,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/wimbledon/540/2016/results
2016,Hamburg,"Hamburg, Germany",2016.07.11,32,16,Outdoor Clay,"€1,514,495",Martin Klizan,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/hamburg/414/2016/results
2016,Newport,"Newport, United States",2016.07.11,28,16,Outdoor Grass,"$577,860",Ivo Karlovic,Chris Guccione Sam Groth,,https://www.atptour.com/en/scores/archive/newport/315/2016/results
2016,Bastad,"Bastad, Sweden",2016.07.11,28,16,Outdoor Clay,"€520,070",Albert Ramos-Vinolas,Marcel Granollers David Marrero,,https://www.atptour.com/en/scores/archive/bastad/316/2016/results
2016,Washington,"Washington, United States",2016.07.18,48,16,Outdoor Hard,"$1,877,705",Gael Monfils,Daniel Nestor Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/washington/418/2016/results
2016,Gstaad,"Gstaad, Switzerland",2016.07.18,28,16,Outdoor Clay,"€520,070",Feliciano Lopez,Julio Peralta Horacio Zeballos,,https://www.atptour.com/en/scores/archive/gstaad/314/2016/results
2016,Kitzbuhel,"Kitzbuhel, Austria",2016.07.18,28,16,Outdoor Clay,"€520,070",Paolo Lorenzi,Wesley Koolhof Matwe Middelkoop,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2016/results
2016,Umag,"Umag, Croatia",2016.07.18,28,16,Outdoor Clay,"€520,070",Fabio Fognini,Martin Klizan David Marrero,,https://www.atptour.com/en/scores/archive/umag/439/2016/results
2016,ATP Masters 1000 Canada,"Toronto, Canada",2016.07.25,56,24,Outdoor Hard,"$4,691,730",Novak Djokovic,Ivan Dodig Marcelo Melo,,https://www.atptour.com/en/scores/archive/toronto/421/2016/results
2016,Atlanta,"Atlanta, United States",2016.08.01,28,16,Outdoor Hard,"$693,425",Nick Kyrgios,Andres Molteni Horacio Zeballos,,https://www.atptour.com/en/scores/archive/atlanta/6116/2016/results
2016,Rio Olympics,"Rio de Janeiro, Brazil",2016.08.04,64,32,Outdoor Hard,,Andy Murray,Marc Lopez Rafael Nadal,,https://www.atptour.com/en/scores/archive/rio-de-janeiro/96/2016/results
2016,Los Cabos,"Los Cabos, Mexico",2016.08.08,28,16,Outdoor Hard,"$808,995",Ivo Karlovic,Purav Raja Divij Sharan,,https://www.atptour.com/en/scores/archive/los-cabos/7480/2016/results
2016,ATP Masters 1000 Cincinnati,"Cincinnati, United States",2016.08.14,56,24,Outdoor Hard,"$5,004,505",Marin Cilic,Ivan Dodig Marcelo Melo,,https://www.atptour.com/en/scores/archive/cincinnati/422/2016/results
2016,Winston-Salem,"Winston-Salem, United States",2016.08.21,48,16,Outdoor Hard,"$720,940",Pablo Carreno Busta,Guillermo Garcia-Lopez Henri Kontinen,,https://www.atptour.com/en/scores/archive/winston-salem/6242/2016/results
2016,US Open,"New York, United States",2016.08.29,128,64,Outdoor Hard,"$21,862,744",Stan Wawrinka,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/us-open/560/2016/results
2016,St. Petersburg,"St. Petersburg, Russia",2016.09.19,28,16,Indoor Hard,"$986,380",Alexander Zverev,Dominic Inglot Henri Kontinen,,https://www.atptour.com/en/scores/archive/st-petersburg/568/2016/results
2016,Metz,"Metz, France",2016.09.19,28,16,Indoor Hard,"€520,070",Lucas Pouille,Julio Peralta Horacio Zeballos,,https://www.atptour.com/en/scores/archive/metz/341/2016/results
2016,Chengdu,"Chengdu, China",2016.09.26,28,16,Outdoor Hard,"$947,735",Karen Khachanov,Raven Klaasen Rajeev Ram,,https://www.atptour.com/en/scores/archive/chengdu/7581/2016/results
2016,Shenzhen,"Shenzhen, China",2016.09.26,28,16,Outdoor Hard,"$704,140",Tomas Berdych,Fabio Fognini Robert Lindstedt,,https://www.atptour.com/en/scores/archive/shenzhen/6967/2016/results
2016,Beijing,"Beijing, China",2016.10.03,32,16,Outdoor Hard,"$4,164,780",Andy Murray,Pablo Carreno Busta Rafael Nadal,,https://www.atptour.com/en/scores/archive/beijing/747/2016/results
2016,Tokyo,"Tokyo, Japan",2016.10.03,32,16,Outdoor Hard,"$1,506,835",Nick Kyrgios,Marcel Granollers Marcin Matkowski,,https://www.atptour.com/en/scores/archive/tokyo/329/2016/results
2016,ATP Masters 1000 Shanghai,"Shanghai, China",2016.10.09,56,24,Outdoor Hard,"$7,655,640",Andy Murray,John Isner Jack Sock,,https://www.atptour.com/en/scores/archive/shanghai/5014/2016/results
2016,Moscow,"Moscow, Russia",2016.10.17,28,16,Indoor Hard,"$792,645",Pablo Carreno Busta,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/moscow/438/2016/results
2016,Antwerp,"Antwerp, Belgium",2016.10.17,28,16,Indoor Hard,"€635,645",Richard Gasquet,Daniel Nestor Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/antwerp/7485/2016/results
2016,Stockholm,"Stockholm, Sweden",2016.10.17,28,16,Indoor Hard,"€635,645",Juan Martin del Potro,Elias Ymer Mikael Ymer,,https://www.atptour.com/en/scores/archive/stockholm/429/2016/results
2016,Vienna,"Vienna, Austria",2016.10.24,32,16,Indoor Hard,"€2,467,310",Andy Murray,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/vienna/337/2016/results
2016,Basel,"Basel, Switzerland",2016.10.24,32,16,Indoor Hard,"€2,151,985",Marin Cilic,Marcel Granollers Jack Sock,,https://www.atptour.com/en/scores/archive/basel/328/2016/results
2016,ATP Masters 1000 Paris,"Paris, France",2016.10.31,48,24,Indoor Hard,"€4,300,755",Andy Murray,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/paris/352/2016/results
2016,ATP Finals,"London, Great Britain",2016.11.13,8,8,Indoor Hard,"$7,500,000",Andy Murray,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/atp-finals/605/2016/results
2017,Brisbane,"Brisbane, Australia",2017.01.01,28,16,Outdoor Hard,"$495,630",Grigor Dimitrov,Thanasi Kokkinakis Jordan Thompson,,https://www.atptour.com/en/scores/archive/brisbane/339/2017/results
2017,Doha,"Doha, Qatar",2017.01.02,32,16,Outdoor Hard,"$1,334,270",Novak Djokovic,Jeremy Chardy Fabrice Martin,,https://www.atptour.com/en/scores/archive/doha/451/2017/results
2017,Chennai,"Chennai, India",2017.01.02,28,16,Outdoor Hard,"$505,730",Roberto Bautista Agut,Rohan Bopanna Jeevan Nedunchezhiyan,,https://www.atptour.com/en/scores/archive/chennai/891/2017/results
2017,Sydney,"Sydney, Australia",2017.01.08,28,16,Outdoor Hard,"$495,630",Gilles Muller,Wesley Koolhof Matwe Middelkoop,,https://www.atptour.com/en/scores/archive/sydney/338/2017/results
2017,Auckland,"Auckland, New Zealand",2017.01.09,28,16,Outdoor Hard,"$508,360",Jack Sock,Marcin Matkowski Aisam-Ul-Haq Qureshi,,https://www.atptour.com/en/scores/archive/auckland/301/2017/results
2017,Australian Open,"Melbourne, Australia",2017.01.16,128,64,Outdoor Hard,"A$22,624,000",Roger Federer,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/australian-open/580/2017/results
2017,Montpellier,"Montpellier, France",2017.02.06,28,16,Indoor Hard,"€540,310",Alexander Zverev,Mischa Zverev Alexander Zverev,,https://www.atptour.com/en/scores/archive/montpellier/375/2017/results
2017,Quito,"Quito, Ecuador",2017.02.06,28,16,Outdoor Clay,"$540,310",Victor Estrella Burgos,Jamie Cerretani Philipp Oswald,,https://www.atptour.com/en/scores/archive/quito/7161/2017/results
2017,Sofia,"Sofia, Bulgaria",2017.02.06,28,16,Indoor Hard,"€540,310",Grigor Dimitrov,Viktor Troicki Nenad Zimonjic,,https://www.atptour.com/en/scores/archive/sofia/7434/2017/results
2017,Rotterdam,"Rotterdam, Netherlands",2017.02.13,32,16,Indoor Hard,"€1,854,365",Jo-Wilfried Tsonga,Ivan Dodig Marcel Granollers,,https://www.atptour.com/en/scores/archive/rotterdam/407/2017/results
2017,Memphis,"Memphis, United States",2017.02.13,28,16,Indoor Hard,"$720,410",Ryan Harrison,Brian Baker Nikola Mektic,,https://www.atptour.com/en/scores/archive/memphis/424/2017/results
2017,Buenos Aires,"Buenos Aires, Argentina",2017.02.13,28,16,Outdoor Clay,"$624,340",Alexandr Dolgopolov,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/buenos-aires/506/2017/results
2017,Rio de Janeiro,"Rio de Janeiro, Brazil",2017.02.20,32,16,Outdoor Clay,"$1,603,940",Dominic Thiem,Pablo Cuevas Pablo Carreno Busta,,https://www.atptour.com/en/scores/archive/rio-de-janeiro/6932/2017/results
2017,Marseille,"Marseille, France",2017.02.20,28,16,Indoor Hard,"€691,850",Jo-Wilfried Tsonga,Julien Benneteau Nicolas Mahut,,https://www.atptour.com/en/scores/archive/marseille/496/2017/results
2017,Delray Beach,"Delray Beach, United States",2017.02.20,32,16,Outdoor Hard,"$599,345",Jack Sock,Raven Klaasen Rajeev Ram,,https://www.atptour.com/en/scores/archive/delray-beach/499/2017/results
2017,Dubai,"Dubai, United Arab Emirates",2017.02.27,32,16,Outdoor Hard,"$2,858,530",Andy Murray,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/dubai/495/2017/results
2017,Acapulco,"Acapulco, Mexico",2017.02.27,32,16,Outdoor Hard,"$1,633,690",Sam Querrey,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/acapulco/807/2017/results
2017,Sao Paulo,"Sao Paulo, Brazil",2017.02.27,28,16,Outdoor Clay,"$520,285",Pablo Cuevas,Andre Sa Rogerio Dutra Silva,,https://www.atptour.com/en/scores/archive/sao-paulo/533/2017/results
2017,ATP Masters 1000 Indian Wells,"Indian Wells, United States",2017.03.09,96,32,Outdoor Hard,"$7,913,405",Roger Federer,Raven Klaasen Rajeev Ram,,https://www.atptour.com/en/scores/archive/indian-wells/404/2017/results
2017,ATP Masters 1000 Miami,"Miami, United States",2017.03.22,96,32,Outdoor Hard,"$7,913,405",Roger Federer,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/miami/403/2017/results
2017,Houston,"Houston, United States",2017.04.10,28,16,Outdoor Clay,"$600,345",Steve Johnson,Julio Peralta Horacio Zeballos,,https://www.atptour.com/en/scores/archive/houston/717/2017/results
2017,Marrakech,"Marrakech, Morocco",2017.04.10,28,16,Outdoor Clay,"€540,310",Borna Coric,Dominic Inglot Mate Pavic,,https://www.atptour.com/en/scores/archive/marrakech/360/2017/results
2017,ATP Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2017.04.16,56,24,Outdoor Clay,"€4,629,725",Rafael Nadal,Rohan Bopanna Pablo Cuevas,,https://www.atptour.com/en/scores/archive/monte-carlo/410/2017/results
2017,Barcelona,"Barcelona, Spain",2017.04.24,48,16,Outdoor Clay,"€2,604,340",Rafael Nadal,Florin Mergea Aisam-Ul-Haq Qureshi,,https://www.atptour.com/en/scores/archive/barcelona/425/2017/results
2017,Budapest,"Budapest, Hungary",2017.04.24,28,16,Outdoor Clay,"€540,310",Lucas Pouille,Brian Baker Nikola Mektic,,https://www.atptour.com/en/scores/archive/budapest/7648/2017/results
2017,Estoril,"Estoril, Portugal",2017.05.01,28,16,Outdoor Clay,"€540,310",Pablo Carreno Busta,Ryan Harrison Michael Venus,,https://www.atptour.com/en/scores/archive/estoril/7290/2017/results
2017,Munich,"Munich, Germany",2017.05.01,28,16,Outdoor Clay,"€540,310",Alexander Zverev,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/munich/308/2017/results
2017,Istanbul,"Istanbul, Turkey",2017.05.01,28,16,Outdoor Clay,"€497,255",Marin Cilic,Roman Jebavy Jiri Vesely,,https://www.atptour.com/en/scores/archive/istanbul/7163/2017/results
2017,ATP Masters 1000 Madrid,"Madrid, Spain",2017.05.07,56,24,Outdoor Clay,"€6,408,230",Rafael Nadal,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/madrid/1536/2017/results
2017,ATP Masters 1000 Rome,"Rome, Italy",2017.05.14,56,24,Outdoor Clay,"€4,835,975",Alexander Zverev,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/rome/416/2017/results
2017,Geneva,"Geneva, Switzerland",2017.05.21,28,16,Outdoor Clay,"€540,310",Stan Wawrinka,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/geneva/322/2017/results
2017,Lyon,"Lyon, France",2017.05.21,28,16,Outdoor Clay,"€540,310",Jo-Wilfried Tsonga,Andres Molteni Adil Shamasdin,,https://www.atptour.com/en/scores/archive/lyon/7694/2017/results
2017,Roland Garros,"Paris, France",2017.05.28,128,64,Outdoor Clay,"€16,790,000",Rafael Nadal,Ryan Harrison Michael Venus,,https://www.atptour.com/en/scores/archive/roland-garros/520/2017/results
2017,Stuttgart,"Stuttgart, Germany",2017.06.12,28,16,Outdoor Grass,"€701,975",Lucas Pouille,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/stuttgart/321/2017/results
2017,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2017.06.12,28,16,Outdoor Grass,"€660,375",Gilles Muller,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2017/results
2017,Halle,"Halle, Germany",2017.06.19,32,16,Outdoor Grass,"€1,966,095",Roger Federer,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/halle/500/2017/results
2017,London / Queen's Club,"London, Great Britain",2017.06.19,32,16,Outdoor Grass,"€1,966,095",Feliciano Lopez,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/london/311/2017/results
2017,Antalya,"Antalya, Turkey",2017.06.25,28,16,Outdoor Grass,"€497,255",Yuichi Sugita,Robert Lindstedt Aisam-Ul-Haq Qureshi,,https://www.atptour.com/en/scores/archive/antalya/7650/2017/results
2017,Eastbourne,"Eastbourne, Great Britain",2017.06.26,28,16,Outdoor Grass,"€693,910",Novak Djokovic,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/eastbourne/741/2017/results
2017,Wimbledon,"London, Great Britain",2017.07.03,128,64,Outdoor Grass,"£14,840,000",Roger Federer,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/wimbledon/540/2017/results
2017,Newport,"Newport, United States",2017.07.17,28,16,Outdoor Grass,"$600,345",John Isner,Aisam-Ul-Haq Qureshi Rajeev Ram,,https://www.atptour.com/en/scores/archive/newport/315/2017/results
2017,Bastad,"Bastad, Sweden",2017.07.17,28,16,Outdoor Clay,"€540,310",David Ferrer,Julian Knowle Philipp Petzschner,,https://www.atptour.com/en/scores/archive/bastad/316/2017/results
2017,Umag,"Umag, Croatia",2017.07.17,28,16,Outdoor Clay,"€540,310",Andrey Rublev,Guillermo Duran Andres Molteni,,https://www.atptour.com/en/scores/archive/umag/439/2017/results
2017,Hamburg,"Hamburg, Germany",2017.07.24,32,16,Outdoor Clay,"€1,629,375",Leonardo Mayer,Ivan Dodig Mate Pavic,,https://www.atptour.com/en/scores/archive/hamburg/414/2017/results
2017,Atlanta,"Atlanta, United States",2017.07.24,28,16,Outdoor Hard,"$720,410",John Isner,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/atlanta/6116/2017/results
2017,Gstaad,"Gstaad, Switzerland",2017.07.24,28,16,Outdoor Clay,"€540,310",Fabio Fognini,Oliver Marach Philipp Oswald,,https://www.atptour.com/en/scores/archive/gstaad/314/2017/results
2017,Washington,"Washington, United States",2017.07.31,48,16,Outdoor Hard,"$2,002,460",Alexander Zverev,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/washington/418/2017/results
2017,Los Cabos,"Los Cabos, Mexico",2017.07.31,28,16,Outdoor Hard,"$727,995",Sam Querrey,Juan Sebastian Cabal Treat Huey,,https://www.atptour.com/en/scores/archive/los-cabos/7480/2017/results
2017,Kitzbuhel,"Kitzbuhel, Austria",2017.07.31,28,16,Outdoor Clay,"€540,310",Philipp Kohlschreiber,Pablo Cuevas Guillermo Duran,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2017/results
2017,ATP Masters 1000 Canada,"Montreal, Canada",2017.08.07,56,24,Outdoor Hard,"$5,275,595",Alexander Zverev,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/montreal/421/2017/results
2017,ATP Masters 1000 Cincinnati,"Cincinnati, United States",2017.08.13,56,24,Outdoor Hard,"$5,627,305",Grigor Dimitrov,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/cincinnati/422/2017/results
2017,Winston-Salem,"Winston-Salem, United States",2017.08.20,48,16,Outdoor Hard,"$748,960",Roberto Bautista Agut,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/winston-salem/6242/2017/results
2017,US Open,"New York, United States",2017.08.28,128,64,Outdoor Hard,"$24,193,400",Rafael Nadal,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/us-open/560/2017/results
2017,St. Petersburg,"St. Petersburg, Russia",2017.09.18,28,16,Indoor Hard,"$1,064,715",Damir Dzumhur,Roman Jebavy Matwe Middelkoop,,https://www.atptour.com/en/scores/archive/st-petersburg/568/2017/results
2017,Metz,"Metz, France",2017.09.18,28,16,Indoor Hard,"€540,310",Peter Gojowczyk,Julien Benneteau Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/metz/341/2017/results
2017,Laver Cup,"Prague, Czech Republic",2017.09.22,12,12,Indoor Hard,,,,Europe,https://www.atptour.com/en/scores/archive/laver-cup/9210/2017/results
2017,Chengdu,"Chengdu, China",2017.09.25,28,16,Outdoor Hard,"$1,138,910",Denis Istomin,Jonathan Erlich Aisam-Ul-Haq Qureshi,,https://www.atptour.com/en/scores/archive/chengdu/7581/2017/results
2017,Shenzhen,"Shenzhen, China",2017.09.25,28,16,Outdoor Hard,"$731,680",David Goffin,Alexander Peya Rajeev Ram,,https://www.atptour.com/en/scores/archive/shenzhen/6967/2017/results
2017,Beijing,"Beijing, China",2017.10.02,32,16,Outdoor Hard,"$4,280,460",Rafael Nadal,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/beijing/747/2017/results
2017,Tokyo,"Tokyo, Japan",2017.10.02,32,16,Outdoor Hard,"$1,706,175",David Goffin,Ben McLachlan Yasutaka Uchiyama,,https://www.atptour.com/en/scores/archive/tokyo/329/2017/results
2017,ATP Masters 1000 Shanghai,"Shanghai, China",2017.10.08,56,24,Outdoor Hard,"$8,092,625",Roger Federer,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/shanghai/5014/2017/results
2017,Moscow,"Moscow, Russia",2017.10.16,28,16,Indoor Hard,"$823,600",Damir Dzumhur,Max Mirnyi Philipp Oswald,,https://www.atptour.com/en/scores/archive/moscow/438/2017/results
2017,Antwerp,"Antwerp, Belgium",2017.10.16,28,16,Indoor Hard,"€660,375",Jo-Wilfried Tsonga,Scott Lipsky Divij Sharan,,https://www.atptour.com/en/scores/archive/antwerp/7485/2017/results
2017,Stockholm,"Stockholm, Sweden",2017.10.16,28,16,Indoor Hard,"€660,375",Juan Martin del Potro,Oliver Marach Mate Pavic,,https://www.atptour.com/en/scores/archive/stockholm/429/2017/results
2017,Vienna,"Vienna, Austria",2017.10.23,32,16,Indoor Hard,"€2,621,850",Lucas Pouille,Rohan Bopanna Pablo Cuevas,,https://www.atptour.com/en/scores/archive/vienna/337/2017/results
2017,Basel,"Basel, Switzerland",2017.10.23,32,16,Indoor Hard,"€2,291,860",Roger Federer,Ivan Dodig Marcel Granollers,,https://www.atptour.com/en/scores/archive/basel/328/2017/results
2017,ATP Masters 1000 Paris,"Paris, France",2017.10.30,48,24,Indoor Hard,"€4,835,975",Jack Sock,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/paris/352/2017/results
2017,Next Gen ATP Finals,"Milan, Italy",2017.11.07,8,0,Indoor Hard,"$1,275,000",Hyeon Chung,,,https://www.atptour.com/en/scores/archive/next-gen-atp-finals/7696/2017/results
2017,Nitto ATP Finals,"London, Great Britain",2017.11.12,8,8,Indoor Hard,"$8,000,000",Grigor Dimitrov,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/nitto-atp-finals/605/2017/results
2018,Brisbane,"Brisbane, Australia",2017.12.31,28,16,Outdoor Hard,"$528,910",Nick Kyrgios,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/brisbane/339/2018/results
2018,Doha,"Doha, Qatar",2018.01.01,32,16,Outdoor Hard,"$1,386,665",Gael Monfils,Oliver Marach Mate Pavic,,https://www.atptour.com/en/scores/archive/doha/451/2018/results
2018,Pune,"Pune, India",2018.01.01,28,16,Outdoor Hard,"$561,345",Gilles Simon,Robin Haase Matwe Middelkoop,,https://www.atptour.com/en/scores/archive/pune/891/2018/results
2018,Sydney,"Sydney, Australia",2018.01.07,28,16,Outdoor Hard,"$528,910",Daniil Medvedev,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/sydney/338/2018/results
2018,Auckland,"Auckland, New Zealand",2018.01.08,28,16,Outdoor Hard,"$561,345",Roberto Bautista Agut,Oliver Marach Mate Pavic,,https://www.atptour.com/en/scores/archive/auckland/301/2018/results
2018,Australian Open,"Melbourne, Australia",2018.01.15,128,64,Outdoor Hard,"A$25,096,000",Roger Federer,Oliver Marach Mate Pavic,,https://www.atptour.com/en/scores/archive/australian-open/580/2018/results
2018,Montpellier,"Montpellier, France",2018.02.05,28,16,Indoor Hard,"€561,345",Lucas Pouille,Ken Skupski Neal Skupski,,https://www.atptour.com/en/scores/archive/montpellier/375/2018/results
2018,Quito,"Quito, Ecuador",2018.02.05,28,16,Outdoor Clay,"$561,345",Roberto Carballes Baena,Nicolas Jarry Hans Podlipnik-Castillo,,https://www.atptour.com/en/scores/archive/quito/7161/2018/results
2018,Sofia,"Sofia, Bulgaria",2018.02.05,28,16,Indoor Hard,"€561,345",Mirza Basic,Robin Haase Matwe Middelkoop,,https://www.atptour.com/en/scores/archive/sofia/7434/2018/results
2018,Rotterdam,"Rotterdam, Netherlands",2018.02.12,32,16,Indoor Hard,"€1,996,245",Roger Federer,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/rotterdam/407/2018/results
2018,New York,"New York, United States",2018.02.12,28,16,Indoor Hard,"$748,450",Kevin Anderson,Max Mirnyi Philipp Oswald,,https://www.atptour.com/en/scores/archive/new-york/424/2018/results
2018,Buenos Aires,"Buenos Aires, Argentina",2018.02.12,28,16,Outdoor Clay,"$648,180",Dominic Thiem,Andres Molteni Horacio Zeballos,,https://www.atptour.com/en/scores/archive/buenos-aires/506/2018/results
2018,Rio de Janeiro,"Rio de Janeiro, Brazil",2018.02.19,32,16,Outdoor Clay,"$1,842,475",Diego Schwartzman,David Marrero Fernando Verdasco,,https://www.atptour.com/en/scores/archive/rio-de-janeiro/6932/2018/results
