,year,name,identifier ,url
160772,2008,Stockholm,2008-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2008/results
160831,2008,Vienna,2008-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2008/results
160874,2008,ATP Masters 1000 Madrid,2008-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2008/results
160939,2008,St. Petersburg,2008-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/568/2008/results
160998,2008,Basel,2008-Basel,https://www.atptour.com/en/scores/archive/basel/328/2008/results
161057,2008,Lyon,2008-Lyon,https://www.atptour.com/en/scores/archive/lyon/7309/2008/results
161088,2008,ATP Masters 1000 Paris,2008-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2008/results
161153,2008,Tennis Masters Cup,2008-Tennis Masters Cup,https://www.atptour.com/en/scores/archive/tennis-masters-cup/605/2008/results
161168,2009,Brisbane,2009-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2009/results
161227,2009,Doha,2009-Doha,https://www.atptour.com/en/scores/archive/doha/451/2009/results
161286,2009,Chennai,2009-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2009/results
161345,2009,Sydney,2009-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2009/results
161400,2009,Auckland,2009-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2009/results
161455,2009,Australian Open,2009-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2009/results
161694,2009,Johannesburg,2009-Johannesburg,https://www.atptour.com/en/scores/archive/johannesburg/5012/2009/results
161737,2009,Vina del Mar,2009-Vina del Mar,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2009/results
161784,2009,Zagreb,2009-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2009/results
161843,2009,Rotterdam,2009-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2009/results
161886,2009,San Jose,2009-San Jose,https://www.atptour.com/en/scores/archive/san-jose/424/2009/results
161945,2009,Costa do Sauipe,2009-Costa do Sauipe,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2009/results
161998,2009,Memphis,2009-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/2009/results
162041,2009,Buenos Aires,2009-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/506/2009/results
162100,2009,Marseille,2009-Marseille,https://www.atptour.com/en/scores/archive/marseille/496/2009/results
162159,2009,Dubai,2009-Dubai,https://www.atptour.com/en/scores/archive/dubai/495/2009/results
162202,2009,Acapulco,2009-Acapulco,https://www.atptour.com/en/scores/archive/acapulco/807/2009/results
162245,2009,Delray Beach,2009-Delray Beach,https://www.atptour.com/en/scores/archive/delray-beach/499/2009/results
162304,2009,ATP Masters 1000 Indian Wells,2009-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/2009/results
162435,2009,ATP Masters 1000 Miami,2009-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/2009/results
162566,2009,Houston,2009-Houston,https://www.atptour.com/en/scores/archive/houston/717/2009/results
162620,2009,Casablanca,2009-Casablanca,https://www.atptour.com/en/scores/archive/casablanca/360/2009/results
162675,2009,ATP Masters 1000 Monte Carlo,2009-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/2009/results
162751,2009,Barcelona,2009-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/2009/results
162827,2009,ATP Masters 1000 Rome,2009-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/2009/results
162903,2009,Estoril,2009-Estoril,https://www.atptour.com/en/scores/archive/estoril/468/2009/results
162962,2009,Munich,2009-Munich,https://www.atptour.com/en/scores/archive/munich/308/2009/results
163021,2009,Belgrade,2009-Belgrade,https://www.atptour.com/en/scores/archive/belgrade/5053/2009/results
163073,2009,ATP Masters 1000 Madrid,2009-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2009/results
163149,2009,World Team Cup,2009-World Team Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/2009/results
163175,2009,Kitzbuhel,2009-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2009/results
163206,2009,Roland Garros,2009-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/2009/results
163445,2009,Halle,2009-Halle,https://www.atptour.com/en/scores/archive/halle/500/2009/results
163504,2009,London / Queen's Club,2009-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/2009/results
163587,2009,Eastbourne,2009-Eastbourne,https://www.atptour.com/en/scores/archive/eastbourne/741/2009/results
163637,2009,'s-Hertogenbosch,2009-'s-Hertogenbosch,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2009/results
163693,2009,Wimbledon,2009-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/2009/results
163932,2009,Newport,2009-Newport,https://www.atptour.com/en/scores/archive/newport/315/2009/results
163985,2009,Bastad,2009-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/2009/results
164037,2009,Stuttgart,2009-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/2009/results
164082,2009,Hamburg,2009-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/2009/results
164145,2009,Indianapolis,2009-Indianapolis,https://www.atptour.com/en/scores/archive/indianapolis/419/2009/results
164198,2009,Gstaad,2009-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/2009/results
164249,2009,Los Angeles,2009-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/2009/results
164304,2009,Umag,2009-Umag,https://www.atptour.com/en/scores/archive/umag/439/2009/results
164357,2009,Washington,2009-Washington,https://www.atptour.com/en/scores/archive/washington/418/2009/results
164422,2009,ATP Masters 1000 Canada,2009-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/montreal/421/2009/results
164498,2009,ATP Masters 1000 Cincinnati,2009-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/2009/results
164574,2009,New Haven,2009-New Haven,https://www.atptour.com/en/scores/archive/new-haven/3348/2009/results
164649,2009,US Open,2009-US Open,https://www.atptour.com/en/scores/archive/us-open/560/2009/results
164888,2009,Bucharest,2009-Bucharest,https://www.atptour.com/en/scores/archive/bucharest/773/2009/results
164947,2009,Metz,2009-Metz,https://www.atptour.com/en/scores/archive/metz/341/2009/results
164991,2009,Kuala Lumpur,2009-Kuala Lumpur,https://www.atptour.com/en/scores/archive/kuala-lumpur/6003/2009/results
165030,2009,Bangkok,2009-Bangkok,https://www.atptour.com/en/scores/archive/bangkok/1720/2009/results
165083,2009,Beijing,2009-Beijing,https://www.atptour.com/en/scores/archive/beijing/747/2009/results
165126,2009,Tokyo,2009-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/2009/results
165169,2009,ATP Masters 1000 Shanghai,2009-ATP Masters 1000 Shanghai,https://www.atptour.com/en/scores/archive/shanghai/5014/2009/results
165245,2009,Moscow,2009-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/2009/results
165304,2009,Stockholm,2009-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2009/results
165363,2009,St. Petersburg,2009-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/568/2009/results
165422,2009,Lyon,2009-Lyon,https://www.atptour.com/en/scores/archive/lyon/7309/2009/results
165453,2009,Vienna,2009-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2009/results
165496,2009,Valencia,2009-Valencia,https://www.atptour.com/en/scores/archive/valencia/573/2009/results
165539,2009,Basel,2009-Basel,https://www.atptour.com/en/scores/archive/basel/328/2009/results
165582,2009,ATP Masters 1000 Paris,2009-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2009/results
165647,2009,ATP Finals,2009-ATP Finals,https://www.atptour.com/en/scores/archive/atp-finals/605/2009/results
165662,2010,Brisbane,2010-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2010/results
165715,2010,Doha,2010-Doha,https://www.atptour.com/en/scores/archive/doha/451/2010/results
165774,2010,Chennai,2010-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2010/results
165833,2010,Sydney,2010-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2010/results
165888,2010,Auckland,2010-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2010/results
165933,2010,Australian Open,2010-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2010/results
166172,2010,Johannesburg,2010-Johannesburg,https://www.atptour.com/en/scores/archive/johannesburg/5012/2010/results
166223,2010,Santiago,2010-Santiago,https://www.atptour.com/en/scores/archive/santiago/505/2010/results
166282,2010,Zagreb,2010-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2010/results
166341,2010,Rotterdam,2010-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2010/results
166384,2010,San Jose,2010-San Jose,https://www.atptour.com/en/scores/archive/san-jose/424/2010/results
166441,2010,Costa do Sauipe,2010-Costa do Sauipe,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2010/results
166500,2010,Memphis,2010-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/2010/results
166543,2010,Marseille,2010-Marseille,https://www.atptour.com/en/scores/archive/marseille/496/2010/results
166598,2010,Buenos Aires,2010-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/506/2010/results
166657,2010,Dubai,2010-Dubai,https://www.atptour.com/en/scores/archive/dubai/495/2010/results
166700,2010,Acapulco,2010-Acapulco,https://www.atptour.com/en/scores/archive/acapulco/807/2010/results
166743,2010,Delray Beach,2010-Delray Beach,https://www.atptour.com/en/scores/archive/delray-beach/499/2010/results
166802,2010,ATP Masters 1000 Indian Wells,2010-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/2010/results
166933,2010,ATP Masters 1000 Miami,2010-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/2010/results
167064,2010,Houston,2010-Houston,https://www.atptour.com/en/scores/archive/houston/717/2010/results
167115,2010,Casablanca,2010-Casablanca,https://www.atptour.com/en/scores/archive/casablanca/360/2010/results
167170,2010,ATP Masters 1000 Monte Carlo,2010-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/2010/results
167246,2010,Barcelona,2010-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/2010/results
167322,2010,ATP Masters 1000 Rome,2010-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/2010/results
167398,2010,Munich,2010-Munich,https://www.atptour.com/en/scores/archive/munich/308/2010/results
167453,2010,Estoril,2010-Estoril,https://www.atptour.com/en/scores/archive/estoril/468/2010/results
167507,2010,Belgrade,2010-Belgrade,https://www.atptour.com/en/scores/archive/belgrade/5053/2010/results
167548,2010,ATP Masters 1000 Madrid,2010-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2010/results
167624,2010,World Team Cup,2010-World Team Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/2010/results
167650,2010,Nice,2010-Nice,https://www.atptour.com/en/scores/archive/nice/6120/2010/results
167690,2010,Roland Garros,2010-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/2010/results
167929,2010,Halle,2010-Halle,https://www.atptour.com/en/scores/archive/halle/500/2010/results
167988,2010,London / Queen's Club,2010-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/2010/results
168067,2010,Eastbourne,2010-Eastbourne,https://www.atptour.com/en/scores/archive/eastbourne/741/2010/results
168126,2010,'s-Hertogenbosch,2010-'s-Hertogenbosch,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2010/results
168175,2010,Wimbledon,2010-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/2010/results
168414,2010,Newport,2010-Newport,https://www.atptour.com/en/scores/archive/newport/315/2010/results
168473,2010,Bastad,2010-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/2010/results
168526,2010,Stuttgart,2010-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/2010/results
168581,2010,Hamburg,2010-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/2010/results
168646,2010,Atlanta,2010-Atlanta,https://www.atptour.com/en/scores/archive/atlanta/6116/2010/results
168695,2010,Gstaad,2010-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/2010/results
168744,2010,Los Angeles,2010-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/2010/results
168799,2010,Umag,2010-Umag,https://www.atptour.com/en/scores/archive/umag/439/2010/results
168854,2010,Washington,2010-Washington,https://www.atptour.com/en/scores/archive/washington/418/2010/results
168919,2010,ATP Masters 1000 Canada,2010-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/toronto/421/2010/results
168995,2010,ATP Masters 1000 Cincinnati,2010-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/2010/results
169071,2010,New Haven,2010-New Haven,https://www.atptour.com/en/scores/archive/new-haven/3348/2010/results
169146,2010,US Open,2010-US Open,https://www.atptour.com/en/scores/archive/us-open/560/2010/results
169385,2010,Metz,2010-Metz,https://www.atptour.com/en/scores/archive/metz/341/2010/results
169433,2010,Bucharest,2010-Bucharest,https://www.atptour.com/en/scores/archive/bucharest/773/2010/results
169488,2010,Kuala Lumpur,2010-Kuala Lumpur,https://www.atptour.com/en/scores/archive/kuala-lumpur/6003/2010/results
169528,2010,Bangkok,2010-Bangkok,https://www.atptour.com/en/scores/archive/bangkok/1720/2010/results
169583,2010,Beijing,2010-Beijing,https://www.atptour.com/en/scores/archive/beijing/747/2010/results
169626,2010,Tokyo,2010-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/2010/results
169669,2010,ATP Masters 1000 Shanghai,2010-ATP Masters 1000 Shanghai,https://www.atptour.com/en/scores/archive/shanghai/5014/2010/results
169745,2010,Moscow,2010-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/2010/results
169800,2010,Stockholm,2010-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2010/results
169855,2010,St. Petersburg,2010-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/568/2010/results
169914,2010,Montpellier,2010-Montpellier,https://www.atptour.com/en/scores/archive/montpellier/375/2010/results
169969,2010,Vienna,2010-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2010/results
170024,2010,Valencia,2010-Valencia,https://www.atptour.com/en/scores/archive/valencia/573/2010/results
170067,2010,Basel,2010-Basel,https://www.atptour.com/en/scores/archive/basel/328/2010/results
170110,2010,ATP Masters 1000 Paris,2010-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2010/results
170175,2010,ATP Finals,2010-ATP Finals,https://www.atptour.com/en/scores/archive/atp-finals/605/2010/results
170190,2011,Brisbane,2011-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2011/results
170249,2011,Doha,2011-Doha,https://www.atptour.com/en/scores/archive/doha/451/2011/results
170306,2011,Chennai,2011-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2011/results
170365,2011,Sydney,2011-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2011/results
170420,2011,Auckland,2011-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2011/results
170475,2011,Australian Open,2011-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2011/results
170714,2011,Johannesburg,2011-Johannesburg,https://www.atptour.com/en/scores/archive/johannesburg/5012/2011/results
170759,2011,Santiago,2011-Santiago,https://www.atptour.com/en/scores/archive/santiago/505/2011/results
170818,2011,Zagreb,2011-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2011/results
170873,2011,Rotterdam,2011-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2011/results
170916,2011,San Jose,2011-San Jose,https://www.atptour.com/en/scores/archive/san-jose/424/2011/results
170965,2011,Costa do Sauipe,2011-Costa do Sauipe,https://www.atptour.com/en/scores/archive/costa-do-sauipe/533/2011/results
171020,2011,Memphis,2011-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/2011/results
171063,2011,Marseille,2011-Marseille,https://www.atptour.com/en/scores/archive/marseille/496/2011/results
171118,2011,Buenos Aires,2011-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/506/2011/results
171177,2011,Dubai,2011-Dubai,https://www.atptour.com/en/scores/archive/dubai/495/2011/results
171220,2011,Acapulco,2011-Acapulco,https://www.atptour.com/en/scores/archive/acapulco/807/2011/results
171263,2011,Delray Beach,2011-Delray Beach,https://www.atptour.com/en/scores/archive/delray-beach/499/2011/results
171322,2011,ATP Masters 1000 Indian Wells,2011-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/2011/results
171453,2011,ATP Masters 1000 Miami,2011-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/2011/results
171584,2011,Houston,2011-Houston,https://www.atptour.com/en/scores/archive/houston/717/2011/results
171639,2011,Casablanca,2011-Casablanca,https://www.atptour.com/en/scores/archive/casablanca/360/2011/results
171694,2011,ATP Masters 1000 Monte Carlo,2011-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/2011/results
171770,2011,Barcelona,2011-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/2011/results
171846,2011,Munich,2011-Munich,https://www.atptour.com/en/scores/archive/munich/308/2011/results
171905,2011,Estoril,2011-Estoril,https://www.atptour.com/en/scores/archive/estoril/468/2011/results
171960,2011,Belgrade,2011-Belgrade,https://www.atptour.com/en/scores/archive/belgrade/5053/2011/results
172015,2011,ATP Masters 1000 Madrid,2011-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2011/results
172091,2011,ATP Masters 1000 Rome,2011-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/2011/results
172167,2011,World Team Cup,2011-World Team Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/2011/results
172193,2011,Nice,2011-Nice,https://www.atptour.com/en/scores/archive/nice/6120/2011/results
172247,2011,Roland Garros,2011-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/2011/results
172486,2011,Halle,2011-Halle,https://www.atptour.com/en/scores/archive/halle/500/2011/results
172545,2011,London / Queen's Club,2011-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/2011/results
172628,2011,Eastbourne,2011-Eastbourne,https://www.atptour.com/en/scores/archive/eastbourne/741/2011/results
172687,2011,'s-Hertogenbosch,2011-'s-Hertogenbosch,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2011/results
172738,2011,Wimbledon,2011-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/2011/results
172977,2011,Newport,2011-Newport,https://www.atptour.com/en/scores/archive/newport/315/2011/results
173028,2011,Bastad,2011-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/2011/results
173083,2011,Stuttgart,2011-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/2011/results
173142,2011,Hamburg,2011-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/2011/results
173207,2011,Atlanta,2011-Atlanta,https://www.atptour.com/en/scores/archive/atlanta/6116/2011/results
173256,2011,Los Angeles,2011-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/2011/results
173311,2011,Gstaad,2011-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/2011/results
173358,2011,Umag,2011-Umag,https://www.atptour.com/en/scores/archive/umag/439/2011/results
173413,2011,Washington,2011-Washington,https://www.atptour.com/en/scores/archive/washington/418/2011/results
173478,2011,Kitzbuhel,2011-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2011/results
173533,2011,ATP Masters 1000 Canada,2011-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/montreal/421/2011/results
173607,2011,ATP Masters 1000 Cincinnati,2011-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/2011/results
173683,2011,Winston-Salem,2011-Winston-Salem,https://www.atptour.com/en/scores/archive/winston-salem/6242/2011/results
173758,2011,US Open,2011-US Open,https://www.atptour.com/en/scores/archive/us-open/560/2011/results
173997,2011,Metz,2011-Metz,https://www.atptour.com/en/scores/archive/metz/341/2011/results
174035,2011,Bucharest,2011-Bucharest,https://www.atptour.com/en/scores/archive/bucharest/773/2011/results
174090,2011,Kuala Lumpur,2011-Kuala Lumpur,https://www.atptour.com/en/scores/archive/kuala-lumpur/6003/2011/results
174137,2011,Bangkok,2011-Bangkok,https://www.atptour.com/en/scores/archive/bangkok/1720/2011/results
174182,2011,Beijing,2011-Beijing,https://www.atptour.com/en/scores/archive/beijing/747/2011/results
174225,2011,Tokyo,2011-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/2011/results
174268,2011,ATP Masters 1000 Shanghai,2011-ATP Masters 1000 Shanghai,https://www.atptour.com/en/scores/archive/shanghai/5014/2011/results
174344,2011,Moscow,2011-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/2011/results
174399,2011,Stockholm,2011-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2011/results
174454,2011,St. Petersburg,2011-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/568/2011/results
174513,2011,Vienna,2011-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2011/results
174568,2011,Valencia,2011-Valencia,https://www.atptour.com/en/scores/archive/valencia/573/2011/results
174611,2011,Basel,2011-Basel,https://www.atptour.com/en/scores/archive/basel/328/2011/results
174654,2011,ATP Masters 1000 Paris,2011-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2011/results
174719,2011,ATP Finals,2011-ATP Finals,https://www.atptour.com/en/scores/archive/atp-finals/605/2011/results
174734,2012,Roland Garros,2012-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/2012/results
174973,2012,Halle,2012-Halle,https://www.atptour.com/en/scores/archive/halle/500/2012/results
175020,2012,London / Queen's Club,2012-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/2012/results
175098,2012,'s-Hertogenbosch,2012-'s-Hertogenbosch,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2012/results
175157,2012,Eastbourne,2012-Eastbourne,https://www.atptour.com/en/scores/archive/eastbourne/741/2012/results
175212,2012,Wimbledon,2012-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/2012/results
175451,2012,Newport,2012-Newport,https://www.atptour.com/en/scores/archive/newport/315/2012/results
175510,2012,Bastad,2012-Bastad,https://www.atptour.com/en/scores/archive/bstad/316/2012/results
175565,2012,Stuttgart,2012-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/2012/results
175618,2012,Umag,2012-Umag,https://www.atptour.com/en/scores/archive/umag/439/2012/results
175673,2012,Hamburg,2012-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/2012/results
175716,2012,Atlanta,2012-Atlanta,https://www.atptour.com/en/scores/archive/atlanta/6116/2012/results
175771,2012,Gstaad,2012-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/2012/results
175826,2012,Kitzbuhel,2012-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2012/results
175875,2012,Los Angeles,2012-Los Angeles,https://www.atptour.com/en/scores/archive/los-angeles/423/2012/results
175930,2012,London Olympics,2012-London Olympics,https://www.atptour.com/en/scores/archive/london/96/2012/results
175994,2012,Washington,2012-Washington,https://www.atptour.com/en/scores/archive/washington/418/2012/results
176037,2012,ATP Masters 1000 Canada,2012-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/toronto/421/2012/results
176102,2012,ATP Masters 1000 Cincinnati,2012-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/2012/results
176178,2012,Winston-Salem,2012-Winston-Salem,https://www.atptour.com/en/scores/archive/winston-salem/6242/2012/results
176253,2012,US Open,2012-US Open,https://www.atptour.com/en/scores/archive/us-open/560/2012/results
176492,2012,St. Petersburg,2012-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/568/2012/results
176539,2012,Metz,2012-Metz,https://www.atptour.com/en/scores/archive/metz/341/2012/results
176594,2012,Kuala Lumpur,2012-Kuala Lumpur,https://www.atptour.com/en/scores/archive/kuala-lumpur/6003/2012/results
176636,2012,Bangkok,2012-Bangkok,https://www.atptour.com/en/scores/archive/bangkok/1720/2012/results
176689,2012,Beijing,2012-Beijing,https://www.atptour.com/en/scores/archive/beijing/747/2012/results
176732,2012,Tokyo,2012-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/2012/results
176775,2012,ATP Masters 1000 Shanghai,2012-ATP Masters 1000 Shanghai,https://www.atptour.com/en/scores/archive/shanghai/5014/2012/results
176851,2012,Moscow,2012-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/2012/results
176906,2012,Stockholm,2012-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2012/results
176959,2012,Vienna,2012-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2012/results
177011,2012,Valencia,2012-Valencia,https://www.atptour.com/en/scores/archive/valencia/573/2012/results
177054,2012,Basel,2012-Basel,https://www.atptour.com/en/scores/archive/basel/328/2012/results
177097,2012,ATP Masters 1000 Paris,2012-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2012/results
177162,2012,ATP Finals,2012-ATP Finals,https://www.atptour.com/en/scores/archive/atp-finals/605/2012/results
177177,2012,Brisbane,2012-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2012/results
177236,2012,Doha,2012-Doha,https://www.atptour.com/en/scores/archive/doha/451/2012/results
177295,2012,Chennai,2012-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2012/results
177350,2012,Sydney,2012-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2012/results
177405,2012,Auckland,2012-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2012/results
177460,2012,Australian Open,2012-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2012/results
177699,2012,Montpellier,2012-Montpellier,https://www.atptour.com/en/scores/archive/montpellier/375/2012/results
177749,2012,Vina del Mar,2012-Vina del Mar,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2012/results
177804,2012,Zagreb,2012-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2012/results
177863,2012,Rotterdam,2012-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2012/results
177906,2012,San Jose,2012-San Jose,https://www.atptour.com/en/scores/archive/san-jose/424/2012/results
177961,2012,Sao Paulo,2012-Sao Paulo,https://www.atptour.com/en/scores/archive/sao-paulo/533/2012/results
178014,2012,Memphis,2012-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/2012/results
178057,2012,Marseille,2012-Marseille,https://www.atptour.com/en/scores/archive/marseille/496/2012/results
178112,2012,Buenos Aires,2012-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/506/2012/results
178171,2012,Dubai,2012-Dubai,https://www.atptour.com/en/scores/archive/dubai/495/2012/results
178214,2012,Acapulco,2012-Acapulco,https://www.atptour.com/en/scores/archive/acapulco/807/2012/results
178257,2012,Delray Beach,2012-Delray Beach,https://www.atptour.com/en/scores/archive/delray-beach/499/2012/results
178316,2012,ATP Masters 1000 Indian Wells,2012-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/2012/results
178447,2012,ATP Masters 1000 Miami,2012-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/2012/results
